district,block,sr_no,gram_panchayat,reservation,caste_reservation,woman_reserved,winner,father_husband,unopposed,vacant,reservation_raw,script,printings_agree,notification,source_pdf
Ambala,Ambala-I,1,Ado Majra,Other than Woman,NONE,0,Sarjant Singh,Joginder Singh,0,0,Unreserved,latin,,1992,Ambala.pdf
Ambala,Ambala-I,2,Ahema,SC Other than Woman,SC,0,Ram Kumar,Gurnam Singh,0,0,Scheduled Caste,latin,,1992,Ambala.pdf
Ambala,Ambala-I,3,Amipur,Woman,NONE,1,Sushma,Surinder Singh,0,0,Women,latin,,1992,Ambala.pdf
Ambala,Ambala-I,4,Anandpur Jalbera,Other than Woman,NONE,0,Avtar Singh,Dharampal,0,0,Unreserved,latin,,1992,Ambala.pdf
Ambala,Ambala-I,5,Babaheri,Woman,NONE,1,Minakshi,Gorav Sharma,0,0,Women,latin,,1992,Ambala.pdf
Ambala,Ambala-I,6,Baknour,SC Other than Woman,SC,0,Keema Ram,Karam Chand,0,0,Scheduled Caste,latin,,1992,Ambala.pdf
Ambala,Ambala-I,7,Ballana,Other than Woman,NONE,0,Labh Singh,Fagga Singh,0,0,Unreserved,latin,,1992,Ambala.pdf
Ambala,Ambala-I,8,Balapur,Other than Woman,NONE,0,Sohan Lal,Puran Chand,0,0,Unreserved,latin,,1992,Ambala.pdf
Ambala,Ambala-I,9,Bara,Other than Woman,NONE,0,Vikas Behgal,Nahar Singh,0,0,Unreserved,latin,,1992,Ambala.pdf
Ambala,Ambala-I,10,Baroula,SC Woman,SC,1,Kavita,Baldev Raj,0,0,Schedulded Caste (Women),latin,,1992,Ambala.pdf
Ambala,Ambala-I,11,Barouli,SC Other than Woman,SC,0,Paramjit Kaur,Ranbir Singh,0,0,Scheduled Caste,latin,,1992,Ambala.pdf
Ambala,Ambala-I,12,Batrohan,Other than Woman,NONE,0,Gurjant Singh,Sahab Singh,0,0,Unreserved,latin,,1992,Ambala.pdf
Ambala,Ambala-I,13,Bedsan,Other than Woman,NONE,0,Neelam,Ram Kumar,0,0,Unreserved,latin,,1992,Ambala.pdf
Ambala,Ambala-I,14,Bego Majra,Woman,NONE,1,Bhupinder Kaur,Jagdeep Singh,0,0,Women,latin,,1992,Ambala.pdf
Ambala,Ambala-I,15,Behbalpur,Other than Woman,NONE,0,Maya Ram,Parsa Ram,0,0,Unreserved,latin,,1992,Ambala.pdf
Ambala,Ambala-I,16,Bhanokheri,SC Woman,SC,1,Urmila Devi,Vijay Singh,0,0,Schedulded Caste (Women),latin,,1992,Ambala.pdf
Ambala,Ambala-I,17,Bhanpur- Nakatpur,Woman,NONE,1,Sarabjeet Kaur,Balwinder Singh,0,0,Women,latin,,1992,Ambala.pdf
Ambala,Ambala-I,18,Bhari,Woman,NONE,1,Rajvinder Kaur,Baljeet Singh,0,0,Women,latin,,1992,Ambala.pdf
Ambala,Ambala-I,19,Bhunni,Woman,NONE,1,Rajvinder Kaur,Gurvinder Singh,0,0,Women,latin,,1992,Ambala.pdf
Ambala,Ambala-I,20,Bhurangpu r,Woman,NONE,1,Rajwinder Kaur,Baljit Singh,0,0,Women,latin,,1992,Ambala.pdf
Ambala,Ambala-I,21,Bhura Majra,SC Woman,SC,1,Sukhbir Kaur,Raj Singh,0,0,Schedulded Caste (Women),latin,,1992,Ambala.pdf
Ambala,Ambala-I,22,Bishangarh,Woman,NONE,1,Kuljeet Kaur,Hawa Singh,0,0,Women,latin,,1992,Ambala.pdf
Ambala,Ambala-I,23,Chhapra,SC Other than Woman,SC,0,Neha Kumari,Labh Singh,0,0,Scheduled Caste,latin,,1992,Ambala.pdf
Ambala,Ambala-I,24,Chhota Baroula,Woman,NONE,1,Saravjeet Kaur,Chetav Singh,0,0,Women,latin,,1992,Ambala.pdf
Ambala,Ambala-I,25,Dangerian,Woman,NONE,1,Kulwinder Kaur,Shamsher Singh,0,0,Women,latin,,1992,Ambala.pdf
Ambala,Ambala-I,26,Danipur,Other than Woman,NONE,0,Krishan Singh,Joginder Singh,0,0,Unreserved,latin,,1992,Ambala.pdf
Ambala,Ambala-I,27,Delu Majra,Other than Woman,NONE,0,Nirmal Singh,Dev Singh,0,0,Unreserved,latin,,1992,Ambala.pdf
Ambala,Ambala-I,28,Dhanoura,Other than Woman,NONE,0,Jasdeep Kaur,Gurmeet Singh,0,0,Unreserved,latin,,1992,Ambala.pdf
Ambala,Ambala-I,29,Dhanouri,SC Other than Woman,SC,0,Ravi Kant,Yaad Ram,0,0,Scheduled Caste,latin,,1992,Ambala.pdf
Ambala,Ambala-I,30,Dhurala,Other than Woman,NONE,0,Nirmal Singh,Jarnail Singh,0,0,Unreserved,latin,,1992,Ambala.pdf
Ambala,Ambala-I,31,Dhurkara,Other than Woman,NONE,0,Gurlal Singh,Mohan Singh,0,0,Unreserved,latin,,1992,Ambala.pdf
Ambala,Ambala-I,32,Dukheri,Other than Woman,NONE,0,Rajkaran,Mamraj Singh,0,0,Unreserved,latin,,1992,Ambala.pdf
Ambala,Ambala-I,33,Durana,Woman,NONE,1,Raj Rani,Subash Chand,0,0,Women,latin,,1992,Ambala.pdf
Ambala,Ambala-I,34,Farouli,SC Other than Woman,SC,0,Sunil Kumar,Jaypal,0,0,Scheduled Caste,latin,,1992,Ambala.pdf
Ambala,Ambala-I,35,Fazailpur,Woman,NONE,1,Anita Rani,Satpal,0,0,Women,latin,,1992,Ambala.pdf
Ambala,Ambala-I,36,Gorsian,SC Woman,SC,1,Shikha Rani,Mahinder Singh,0,0,Schedulded Caste (Women),latin,,1992,Ambala.pdf
Ambala,Ambala-I,37,Humayunp ur,Woman,NONE,1,Rupinder Kaur,Davinder Singh,0,0,Women,latin,,1992,Ambala.pdf
Ambala,Ambala-I,38,Ismailpur,SC Other than Woman,SC,0,Karam Chand,Swaran Singh,0,0,Scheduled Caste,latin,,1992,Ambala.pdf
Ambala,Ambala-I,39,Jagouli,Other than Woman,NONE,0,Satinder Kaur,Balkar Singh,0,0,Unreserved,latin,,1992,Ambala.pdf
Ambala,Ambala-I,40,Jaitpura,SC Woman,SC,1,Jaswinder Kaur,Sukhvir Singh,0,0,Schedulded Caste (Women),latin,,1992,Ambala.pdf
Ambala,Ambala-I,41,Jalalpur,Other than Woman,NONE,0,Parmod Kumar,Suresh Kumar,0,0,Unreserved,latin,,1992,Ambala.pdf
Ambala,Ambala-I,42,Jandheri,Woman,NONE,1,Raj Bala,Krishan Lal,0,0,Women,latin,,1992,Ambala.pdf
Ambala,Ambala-I,43,Jansua,Other than Woman,NONE,0,Lakhwinder Kaur,Manjeet Singh,0,0,Unreserved,latin,,1992,Ambala.pdf
Ambala,Ambala-I,44,Jansui,Woman,NONE,1,Sunita Rani,Surender Kumar,0,0,Women,latin,,1992,Ambala.pdf
Ambala,Ambala-I,45,Jodhpur,Other than Woman,NONE,0,Surender Singh,Teja Singh,0,0,Unreserved,latin,,1992,Ambala.pdf
Ambala,Ambala-I,46,Kalawar,Other than Woman,NONE,0,Paramjit Singh,Bant Ram,0,0,Unreserved,latin,,1992,Ambala.pdf
Ambala,Ambala-I,47,Kaleran,Other than Woman,NONE,0,Jaspal Singh,Pritam Singh,0,0,Unreserved,latin,,1992,Ambala.pdf
Ambala,Ambala-I,48,Kangwal,Woman,NONE,1,Paramjeet Kaur,Hardeep Singh,0,0,Women,latin,,1992,Ambala.pdf
Ambala,Ambala-I,49,Kathgarh,Other than Woman,NONE,0,Om Parkash,Ajmer,0,0,Unreserved,latin,,1992,Ambala.pdf
Ambala,Ambala-I,50,Khaira,Other than Woman,NONE,0,Dalbir Singh,Nasib Singh,0,0,Unreserved,latin,,1992,Ambala.pdf
Ambala,Ambala-I,51,Khanna Majra,Other than Woman,NONE,0,Narinder Kaur,Surinder Singh,1,0,Unreserved,latin,,1992,Ambala.pdf
Ambala,Ambala-I,52,Khaspura,Other than Woman,NONE,0,Balwant Singh,Sarwan Singh,0,0,Unreserved,latin,,1992,Ambala.pdf
Ambala,Ambala-I,53,Khurchanp ur,Other than Woman,NONE,0,Gurmeet Kaur,Jasbir Singh,0,0,Unreserved,latin,,1992,Ambala.pdf
Ambala,Ambala-I,54,Konkpur,Other than Woman,NONE,0,Kharati Lal,Rangi Ram,0,0,Unreserved,latin,,1992,Ambala.pdf
Ambala,Ambala-I,55,Kot Kachwa Kalan,Other than Woman,NONE,0,Kulwinder Singh,Sukhdev Singh,0,0,Unreserved,latin,,1992,Ambala.pdf
Ambala,Ambala-I,56,Kot Kachwa Khurd,Other than Woman,NONE,0,Jatin Chhabra,Surinder Chhabra,0,0,Unreserved,latin,,1992,Ambala.pdf
Ambala,Ambala-I,57,Kurbanpur,Other than Woman,NONE,0,Kulbir Singh,Baldev Singh,0,0,Unreserved,latin,,1992,Ambala.pdf
Ambala,Ambala-I,58,Ladana,SC Other than Woman,SC,0,Jagtar Singh,Harnek Singh,0,0,Scheduled Caste,latin,,1992,Ambala.pdf
Ambala,Ambala-I,59,Lakhnour Sahib,Woman,NONE,1,Amarjeet Kaur,Inderpal Singh,0,0,Women,latin,,1992,Ambala.pdf
Ambala,Ambala-I,60,Lalana,Other than Woman,NONE,0,Karambir,Balwant Singh,0,0,Unreserved,latin,,1992,Ambala.pdf
Ambala,Ambala-I,61,Loutan,Other than Woman,NONE,0,Naib Singh,Gurdev Singh,0,0,Unreserved,latin,,1992,Ambala.pdf
Ambala,Ambala-I,62,Majri,Other than Woman,NONE,0,Yashpal,Deep Chand,0,0,Unreserved,latin,,1992,Ambala.pdf
Ambala,Ambala-I,63,Mallour,Other than Woman,NONE,0,Harminder Singh,Gulab Singh,0,0,Unreserved,latin,,1992,Ambala.pdf
Ambala,Ambala-I,64,Malwa,Woman,NONE,1,Kemta,Subhash Chand,0,0,Women,latin,,1992,Ambala.pdf
Ambala,Ambala-I,65,Mardon Sahib,SC Other than Woman,SC,0,Jagpreet Singh,Karamjeet Singh,0,0,Scheduled Caste,latin,,1992,Ambala.pdf
Ambala,Ambala-I,66,Mastpur,SC Other than Woman,SC,0,Jagtar Singh,Gurdev Singh,0,0,Scheduled Caste,latin,,1992,Ambala.pdf
Ambala,Ambala-I,67,Matheri Jattan,Other than Woman,NONE,0,Randhir Singh,Saroop Singh,0,0,Unreserved,latin,,1992,Ambala.pdf
Ambala,Ambala-I,68,Matheri Shekhan,SC Other than Woman,SC,0,Sanjeev Kumar,Surta Ram,0,0,Scheduled Caste,latin,,1992,Ambala.pdf
Ambala,Ambala-I,69,Mehlan,SC Other than Woman,SC,0,Harmeet Singh,Mala Ram,0,0,Scheduled Caste,latin,,1992,Ambala.pdf
Ambala,Ambala-I,70,Metlan,Woman,NONE,1,Nisha,Kashmiri Lal,0,0,Women,latin,,1992,Ambala.pdf
Ambala,Ambala-I,71,Mirzapur,Other than Woman,NONE,0,Sukhjinder Singh,Bahadur Singh,0,0,Unreserved,latin,,1992,Ambala.pdf
Ambala,Ambala-I,72,Miyan Majra,Other than Woman,NONE,0,Surjit Singh,Amar Chand,0,0,Unreserved,latin,,1992,Ambala.pdf
Ambala,Ambala-I,73,Mohra,Other than Woman,NONE,0,Amarjit Singh,Jethu Ram,0,0,Unreserved,latin,,1992,Ambala.pdf
Ambala,Ambala-I,74,Mohri,Woman,NONE,1,Kulwinder Kaur,Hardeep Singh,0,0,Women,latin,,1992,Ambala.pdf
Ambala,Ambala-I,75,Mokha Majra,SC Woman,SC,1,Reeta Rani,Preet Pal,0,0,Schedulded Caste (Women),latin,,1992,Ambala.pdf
Ambala,Ambala-I,76,Muzafra,SC Other than Woman,SC,0,Harvinder Singh,Roshan Lal,0,0,Scheduled Caste,latin,,1992,Ambala.pdf
Ambala,Ambala-I,77,Nadiyali,Other than Woman,NONE,0,Manjit Singh,Gyan Singh,0,0,Unreserved,latin,,1992,Ambala.pdf
Ambala,Ambala-I,78,Naggal,Other than Woman,NONE,0,Rakesh Kumar,Joginder Singh,0,0,Unreserved,latin,,1992,Ambala.pdf
Ambala,Ambala-I,79,Naneola,Other than Woman,NONE,0,Kiranjeet Kaur,Nirmal Singh,0,0,Unreserved,latin,,1992,Ambala.pdf
Ambala,Ambala-I,80,Niharsa,Other than Woman,NONE,0,Des Raj,Pathan Chand,0,0,Unreserved,latin,,1992,Ambala.pdf
Ambala,Ambala-I,81,Niharsi,SC Other than Woman,SC,0,Lal Chand,Joginder Ram,0,0,Scheduled Caste,latin,,1992,Ambala.pdf
Ambala,Ambala-I,82,Nurpur,Woman,NONE,1,Pooja Devi,Amarjeet Singh,0,0,Women,latin,,1992,Ambala.pdf
Ambala,Ambala-I,83,Ojalan,Other than Woman,NONE,0,Sukhjinder Singh,Mal Singh,0,0,Unreserved,latin,,1992,Ambala.pdf
Ambala,Ambala-I,84,Panjola,Other than Woman,NONE,0,Rajwinder Kaur,Gurtej Singh,0,0,Unreserved,latin,,1992,Ambala.pdf
Ambala,Ambala-I,85,Rawalon,Other than Woman,NONE,0,Daljeet Singh,Sant Singh,0,0,Unreserved,latin,,1992,Ambala.pdf
Ambala,Ambala-I,86,Roshanpur,Other than Woman,NONE,0,Prithvi Singh,Joginder Singh,0,0,Unreserved,latin,,1992,Ambala.pdf
Ambala,Ambala-I,87,Rupo Majra,Other than Woman,NONE,0,Harjinder Kaur,Baljit Singh,0,0,Unreserved,latin,,1992,Ambala.pdf
Ambala,Ambala-I,88,Sahibpura,Other than Woman,NONE,0,Rajvir,Mam Chand,0,0,Unreserved,latin,,1992,Ambala.pdf
Ambala,Ambala-I,89,Sakrahon,Woman,NONE,1,Parwinder Kaur,Randhir Singh,0,0,Women,latin,,1992,Ambala.pdf
Ambala,Ambala-I,90,Sarangpur,Other than Woman,NONE,0,Sohan Lal,Gyan Chand,0,0,Unreserved,latin,,1992,Ambala.pdf
Ambala,Ambala-I,91,Segta,Woman,NONE,1,Saravjeet Kaur,Baljeet Singh,0,0,Women,latin,,1992,Ambala.pdf
Ambala,Ambala-I,92,Segti,Other than Woman,NONE,0,Sahil,Yudhister Kumar,0,0,Unreserved,latin,,1992,Ambala.pdf
Ambala,Ambala-I,93,Shekhupur,Woman,NONE,1,Daljit Kaur,Tarsem Singh,0,0,Women,latin,,1992,Ambala.pdf
Ambala,Ambala-I,94,Sounta,SC Woman,SC,1,Bhupinder Kaur,Naresh Kumar,0,0,Schedulded Caste (Women),latin,,1992,Ambala.pdf
Ambala,Ambala-I,95,Sounti,Woman,NONE,1,Hardeep Kaur,Sukhbir Singh,0,0,Women,latin,,1992,Ambala.pdf
Ambala,Ambala-I,96,Sullar,Other than Woman,NONE,0,Gurmeet Kaur,Harkesh Singh,0,0,Unreserved,latin,,1992,Ambala.pdf
Ambala,Ambala-I,97,Tar,Other than Woman,NONE,0,Binder Singh,Sampuran Singh,0,0,Unreserved,latin,,1992,Ambala.pdf
Ambala,Ambala-I,98,Tejan,Other than Woman,NONE,0,Trilochan Singh,Gurcharan Singh,0,0,Unreserved,latin,,1992,Ambala.pdf
Ambala,Ambala-I,99,Tharwa,Other than Woman,NONE,0,Mastan Singh,Gurcharan Singh,0,0,Unreserved,latin,,1992,Ambala.pdf
Ambala,Ambala-I,100,Udaipur,Woman,NONE,1,Anita Rani,Naresh Kumar,1,0,Women,latin,,1992,Ambala.pdf
Ambala,Ambala-I,101,Ugara,Woman,NONE,1,Harinder Kaur,Jaswinder Singh,0,0,Women,latin,,1992,Ambala.pdf
Ambala,Ambala-II,1,Barnala,SC Other than Woman,SC,0,Harjit Singh,Nirmal Singh,0,0,Scheduled Caste,latin,,1994,Ambala.pdf
Ambala,Ambala-II,4,Dadiyana,Woman,NONE,1,Amandeep Kaur,Iqbal Singh,0,0,Women,latin,,1994,Ambala.pdf
Ambala,Ambala-II,6,Devi Nagar,SC Other than Woman,SC,0,Anil Kumar,Krishan Lal,0,0,Scheduled Caste,latin,,1994,Ambala.pdf
Ambala,Ambala-II,8,Garnala,SC Woman,SC,1,Navjot Kaur,Jaswinder Singh,0,0,Scheduled Caste (Women),latin,,1994,Ambala.pdf
Ambala,Ambala-II,9,Ghel Kalan,Woman,NONE,1,Saroj,Madan Mohan Singh,0,0,Women,latin,,1994,Ambala.pdf
Ambala,Ambala-II,12,Kalu Majra,Woman,NONE,1,Nisha,Sahab Singh,0,0,Women,latin,,1994,Ambala.pdf
Ambala,Ambala-II,17,Lohgarh,SC Other than Woman,SC,0,Avtar Singh,Prem Singh,0,0,Scheduled Caste,latin,,1994,Ambala.pdf
Ambala,Ambala-II,19,Manglai,Woman,NONE,1,Kiranbala,Sukhpal Chauhan,0,0,Women,latin,,1994,Ambala.pdf
Ambala,Ambala-II,20,Munnarheri,Woman,NONE,1,Baljeet,Balkar Singh,0,0,Women,latin,,1994,Ambala.pdf
Ambala,Ambala-II,21,Nizampur,SC Other than Woman,SC,0,Rakesh Kumar,Ajmer Singh,0,0,Scheduled Caste,latin,,1994,Ambala.pdf
Ambala,Ambala-II,23,Rattanheri,Woman,NONE,1,Renu Sharma,Shiv Kumar,0,0,Women,latin,,1994,Ambala.pdf
Ambala,Ambala-II,26,Sapera,Woman,NONE,1,Rajni Devi,Sukhwinder Singh,0,0,Women,latin,,1994,Ambala.pdf
Ambala,Ambala-II,27,Tundli,SC Woman,SC,1,Jaswinder Kaur,Daler Singh,0,0,Scheduled Caste (Women),latin,,1994,Ambala.pdf
Ambala,Barara,1,Abdulgarh,Other than Woman,NONE,0,Raspal Singh,Ekbal Singh,0,0,Unreserved,latin,,1996,Ambala.pdf
Ambala,Barara,2,Adhoi,Other than Woman,NONE,0,Navjot Singh,Jagtar Singh,0,0,Unreserved,latin,,1996,Ambala.pdf
Ambala,Barara,3,Adhoya M,SC Other than Woman,SC,0,Anil Kumar,Ram Sharan Dass,0,0,Scheduled Caste,latin,,1996,Ambala.pdf
Ambala,Barara,4,Adhoya H,Other than Woman,NONE,0,Avnish Chouhan,Vijay Mohan,0,0,Unreserved,latin,,1996,Ambala.pdf
Ambala,Barara,5,Akalgarh,Other than Woman,NONE,0,Ranjit Singh,Baldev Singh,1,0,Unreserved,latin,,1996,Ambala.pdf
Ambala,Barara,6,Aliyaspur,Other than Woman,NONE,0,Sandeep Singh,Shamsher Singh,0,0,Unreserved,latin,,1996,Ambala.pdf
Ambala,Barara,7,Alipur,Other than Woman,NONE,0,Vikram Chouhan,Chaman Singh,0,0,Unreserved,latin,,1996,Ambala.pdf
Ambala,Barara,8,Allawalpur,Woman,NONE,1,Geeta Rani,Chander Bhan,0,0,Women,latin,,1996,Ambala.pdf
Ambala,Barara,9,Budion,Woman,NONE,1,Pardeep Kumar,Jatinder Singh,0,0,Women,latin,,1996,Ambala.pdf
Ambala,Barara,10,Bikampur,Woman,NONE,1,Paramjeet Kaur,Varyam Singh,1,0,Women,latin,,1996,Ambala.pdf
Ambala,Barara,11,Binjalpur,Woman,NONE,1,Saruchi,Varun Tyagi,0,0,Women,latin,,1996,Ambala.pdf
Ambala,Barara,12,Dadupur,Woman,NONE,1,Deepika Rani,Kamaljeet Singh,0,0,Women,latin,,1996,Ambala.pdf
Ambala,Barara,13,Dahiya Majra,SC Woman,SC,1,Ruma Devi,Pardeep Kumar,0,0,Scheduled Caste (Women),latin,,1996,Ambala.pdf
Ambala,Barara,14,Dera Salimpur,Other than Woman,NONE,0,Tarsem Lal,Kesar Das,0,0,Unreserved,latin,,1996,Ambala.pdf
Ambala,Barara,15,Dhanaori,Woman,NONE,1,Sudesh Rani,Kulwant Singh,0,0,Women,latin,,1996,Ambala.pdf
Ambala,Barara,16,Dhanora,Other than Woman,NONE,0,Sukhbir Singh,Bharat Singh,0,0,Unreserved,latin,,1996,Ambala.pdf
Ambala,Barara,17,Dheen,Other than Woman,NONE,0,Navneet Kumar,Subhash Chand,0,0,Unreserved,latin,,1996,Ambala.pdf
Ambala,Barara,18,Duliyana,Woman,NONE,1,Bharti Sharma,Ravinder Sharma,0,0,Women,latin,,1996,Ambala.pdf
Ambala,Barara,19,Dulyani,Other than Woman,NONE,0,Rajwant Kaur,Sukhwinder Singh,0,0,Unreserved,latin,,1996,Ambala.pdf
Ambala,Barara,20,Foxa,Other than Woman,NONE,0,Surender Kumar,Prem Chand,0,0,Unreserved,latin,,1996,Ambala.pdf
Ambala,Barara,21,Gaganpur,Woman,NONE,1,Kajal Rani,Sushil Kumar,0,0,Women,latin,,1996,Ambala.pdf
Ambala,Barara,22,Ghelri,Other than Woman,NONE,0,Parveen Kumar,Kuldeep Singh,0,0,Unreserved,latin,,1996,Ambala.pdf
Ambala,Barara,23,Hemamajra,SC Woman,SC,1,Usha Rani,Kuldeep Kumar,0,0,Scheduled Caste (Women),latin,,1996,Ambala.pdf
Ambala,Barara,24,Holi,Other than Woman,NONE,0,Jai Bhagwan,Amar Singh,0,0,Unreserved,latin,,1996,Ambala.pdf
Ambala,Barara,25,Jahangirpur,Other than Woman,NONE,0,Yaspal,Vedparkash,0,0,Unreserved,latin,,1996,Ambala.pdf
Ambala,Barara,26,Jalubi,SC Other than Woman,SC,0,Kirpal Singh,Bachan Ram,0,0,Scheduled Caste,latin,,1996,Ambala.pdf
Ambala,Barara,27,Kambass,Woman,NONE,1,Anita Rani,Dharmpal,0,0,Women,latin,,1996,Ambala.pdf
Ambala,Barara,28,Kambasi,SC Woman,SC,1,Birmati,Surender Kumar,0,0,Scheduled Caste (Women),latin,,1996,Ambala.pdf
Ambala,Barara,29,Kansapur,Woman,NONE,1,Gurcharan Kaur,Surender Singh,0,0,Women,latin,,1996,Ambala.pdf
Ambala,Barara,30,Kaserla Kalan,Woman,NONE,1,Neetu,Dharambir,0,0,Women,latin,,1996,Ambala.pdf
Ambala,Barara,31,Kaserla Khurad,Other than Woman,NONE,0,Sukhwinder Kaur,Ajaib Singh,0,0,Unreserved,latin,,1996,Ambala.pdf
Ambala,Barara,32,Khanahmad pur,Woman,NONE,1,Rajinder Kaur,Harvinder Singh,0,0,Women,latin,,1996,Ambala.pdf
Ambala,Barara,33,Khanpura,SC Other than Woman,SC,0,Rajender Kumar,Pala Ram,0,0,Scheduled Caste,latin,,1996,Ambala.pdf
Ambala,Barara,34,Malikpur T,Other than Woman,NONE,0,Pawan Kumar,Mela Ram,0,0,Unreserved,latin,,1996,Ambala.pdf
Ambala,Barara,35,Manka,Woman,NONE,1,Deepika,Mohit Sharma,0,0,Women,latin,,1996,Ambala.pdf
Ambala,Barara,36,Manki,Other than Woman,NONE,0,Krishan Chand,Rulia Ram,0,0,Unreserved,latin,,1996,Ambala.pdf
Ambala,Barara,37,Manu Majra,Other than Woman,NONE,0,Nawab Singh,Mahinder Singh,0,0,Unreserved,latin,,1996,Ambala.pdf
Ambala,Barara,38,Milakdhan Kota,Woman,NONE,1,Paramjeet Kaur,Dalbir Singh,0,0,Women,latin,,1996,Ambala.pdf
Ambala,Barara,39,Milak Shekhan,Other than Woman,NONE,0,Gurmeet Kaur,Arvinder Singh,0,0,Unreserved,latin,,1996,Ambala.pdf
Ambala,Barara,40,Mullana,Other than Woman,NONE,0,Naresh Chauhan,Som Parkash,0,0,Unreserved,latin,,1996,Ambala.pdf
Ambala,Barara,41,Nahra,Other than Woman,NONE,0,Surinder Kaur,Satinder Pal Singh,0,0,Unreserved,latin,,1996,Ambala.pdf
Ambala,Barara,42,Ponti,Other than Woman,NONE,0,Satish Kumar,Joginder Singh,0,0,Unreserved,latin,,1996,Ambala.pdf
Ambala,Barara,43,Rajo Kheri,SC Other than Woman,SC,0,Pawan Kumar,Ram Sawroop,0,0,Scheduled Caste,latin,,1996,Ambala.pdf
Ambala,Barara,44,Rajoli,Other than Woman,NONE,0,Pawan Kumar,Telu Ram,0,0,Unreserved,latin,,1996,Ambala.pdf
Ambala,Barara,45,Rao Majra,Other than Woman,NONE,0,Angrej Singh,Balwant Singh,0,0,Unreserved,latin,,1996,Ambala.pdf
Ambala,Barara,46,Rukri,Other than Woman,NONE,0,Dharmender Singh,Basant Singh,0,0,Unreserved,latin,,1996,Ambala.pdf
Ambala,Barara,47,Sajan Majri,Woman,NONE,1,Saranjeet Kaur,Amarjeet Singh,0,0,Women,latin,,1996,Ambala.pdf
Ambala,Barara,48,Sarakpur,Woman,NONE,1,Nirmal Kaur,Sukhwiner Singh,0,0,Women,latin,,1996,Ambala.pdf
Ambala,Barara,49,Sardehri,Other than Woman,NONE,0,Jal Singh,Bharat Singh,0,0,Unreserved,latin,,1996,Ambala.pdf
Ambala,Barara,50,Sehla,SC Other than Woman,SC,0,Om Parkash,Lachman Das,0,0,Scheduled Caste,latin,,1996,Ambala.pdf
Ambala,Barara,51,Salehpur,Other than Woman,NONE,0,Mohit Kassal,Narender Nath,0,0,Unreserved,latin,,1996,Ambala.pdf
Ambala,Barara,52,Sherpur,Other than Woman,NONE,0,Balwinder Kaur,Rajinder Singh,0,0,Unreserved,latin,,1996,Ambala.pdf
Ambala,Barara,53,Simbla,SC Woman,SC,1,Rukmani Devi,Vidya Lal,0,0,Scheduled Caste (Women),latin,,1996,Ambala.pdf
Ambala,Barara,54,Sirasgarh,Other than Woman,NONE,0,Netar Pal,Mool Singh,0,0,Unreserved,latin,,1996,Ambala.pdf
Ambala,Barara,55,Siwan Majra,Other than Woman,NONE,0,Balwinder Kaur,Gurmeet Singh,0,0,Unreserved,latin,,1996,Ambala.pdf
Ambala,Barara,56,Sohana,Woman,NONE,1,Neelam,Vikas Chauhan,0,0,Women,latin,,1996,Ambala.pdf
Ambala,Barara,57,Sohata,SC Other than Woman,SC,0,Jaswinder Singh,Ram Sharan,0,0,Scheduled Caste,latin,,1996,Ambala.pdf
Ambala,Barara,58,Subhri,Other than Woman,NONE,0,Nidhi,Sachin Kumar,0,0,Unreserved,latin,,1996,Ambala.pdf
Ambala,Barara,59,Sulkhani,Other than Woman,NONE,0,Sanjeev Kumar,Purshotam Lal,0,0,Unreserved,latin,,1996,Ambala.pdf
Ambala,Barara,60,Talheri R,Other than Woman,NONE,0,Harish Kumar,Hukam Chand,0,0,Unreserved,latin,,1996,Ambala.pdf
Ambala,Barara,61,Tandwal,SC Other than Woman,SC,0,Ravinder Kumar,Aman Kumar,0,0,Scheduled Caste,latin,,1996,Ambala.pdf
Ambala,Barara,62,Tandwali,Other than Woman,NONE,0,Didar Singh,Fakir Singh,0,0,Unreserved,latin,,1996,Ambala.pdf
Ambala,Barara,63,Tangail,Other than Woman,NONE,0,Anurag Chadda,Anil Kumar,0,0,Unreserved,latin,,1996,Ambala.pdf
Ambala,Barara,64,Thamber,Woman,NONE,1,Usha Rani,Naresh Kumar,0,0,Women,latin,,1996,Ambala.pdf
Ambala,Barara,65,Ugala,SC Other than Woman,SC,0,Mohan Lal,Munshi Ram,0,0,Scheduled Caste,latin,,1996,Ambala.pdf
Ambala,Barara,66,Jafarpur,SC Other than Woman,SC,0,Ram Singh,Natha Singh,0,0,Scheduled Caste,latin,,1996,Ambala.pdf
Ambala,Naraingarh,1,Ajampur,Other than Woman,NONE,0,Kiran Kumar,Pritam Lal,1,0,Unreserved,latin,,1998,Ambala.pdf
Ambala,Naraingarh,2,Akbarpur,SC Woman,SC,1,Chand Roshani,Pawan Kumar,0,0,Scheduled Caste (Women),latin,,1998,Ambala.pdf
Ambala,Naraingarh,3,Ambli,Other than Woman,NONE,0,Shyam Nath,Shish Ram,0,0,Unreserved,latin,,1998,Ambala.pdf
Ambala,Naraingarh,4,Andheri,Woman,NONE,1,Karamjeet Kaur,Chhatar Pal Singh,0,0,Women,latin,,1998,Ambala.pdf
Ambala,Naraingarh,5,Badhauli,Woman,NONE,1,Lalita Devi,Vijya Pal,0,0,Women,latin,,1998,Ambala.pdf
Ambala,Naraingarh,6,Bakarpur,Woman,NONE,1,Sushma Devi,Ashok Kumar,0,0,Women,latin,,1998,Ambala.pdf
