district,block,sr_no,gram_panchayat,reservation,caste_reservation,woman_reserved,winner,father_husband,unopposed,vacant,reservation_raw,script,printings_agree,notification,source_pdf
Bhiwani,Bawani Khera,27,Sikanderpur,BC-A Other than Woman,BC_A,0,Satynarayan,Ram Singh,0,0,Backward Class 'A' Other than Women,latin,1,7232,Bhiwani__Bawani-Khera.pdf
Bhiwani,Bawani Khera,28,Sippar,SC Other than Woman,SC,0,Tara Chand,Ramsingh,0,0,Scheduled Caste Other than Women,latin,1,7232,Bhiwani__Bawani-Khera.pdf
Bhiwani,Bawani Khera,29,Siwana,Woman,NONE,1,Manju Rani,Mandeep Kumar,0,0,Women,latin,1,7232,Bhiwani__Bawani-Khera.pdf
Bhiwani,Bawani Khera,30,Siwara,SC Woman,SC,1,Seema,Vedparkash,0,0,Scheduled Caste Women,latin,1,7232,Bhiwani__Bawani-Khera.pdf
Bhiwani,Bawani Khera,31,Sui,SC Other than Woman,SC,0,Ravi,Shri Mahipal,0,0,Scheduled Caste Other than Women,latin,1,7232,Bhiwani__Bawani-Khera.pdf
Bhiwani,Bawani Khera,32,Sukhpura,Other than Woman,NONE,0,Manjeet,Abheram,0,0,Other than Women,latin,1,7232,Bhiwani__Bawani-Khera.pdf
Bhiwani,Bawani Khera,33,Sumra Khera,BC-A Woman,BC_A,1,Bimla Devi,Manphool Singh,0,0,Backward Class 'A' Women,latin,1,7232,Bhiwani__Bawani-Khera.pdf
Bhiwani,Behal,1,Ameenpur,Other than Woman,NONE,0,Veer Singh,Sh. Lachha Ram,0,0,Other than Women,latin,1,7223,Bhiwani__Behal.pdf
Bhiwani,Behal,2,Bairan,Woman,NONE,1,Roshni,Sh. Rajpal,0,0,Women,latin,1,7223,Bhiwani__Behal.pdf
Bhiwani,Behal,3,Behal,Other than Woman,NONE,0,Sadhuram,Sh. Hari Singh,0,0,Other than Women,latin,1,7223,Bhiwani__Behal.pdf
Bhiwani,Behal,4,Bidhnoi,Woman,NONE,1,Bala Devi,Sh. Sandeep Kumar,0,0,Women Women,latin,1,7223,Bhiwani__Behal.pdf
Bhiwani,Behal,5,Budheri,Other than Woman,NONE,0,Jagmat Singh,Sh. Norang Ram,0,0,Other than Women,latin,1,7223,Bhiwani__Behal.pdf
Bhiwani,Behal,6,Chehar Kalan,Woman,NONE,1,Babita,Sh. Dinesh Kumar,0,0,Women,latin,1,7223,Bhiwani__Behal.pdf
Bhiwani,Behal,7,Chehar Khurd,Other than Woman,NONE,0,Sandeep,Sh. Ransingh,0,0,Other than Women,latin,1,7223,Bhiwani__Behal.pdf
Bhiwani,Behal,8,Gokalpura,SC Other than Woman,SC,0,Rakesh Kumar,Sh. Mand Rup,0,0,Scheduled Caste Other than Women,latin,,7223,Bhiwani__Behal.pdf
Bhiwani,Behal,9,Gopalwas,Woman,NONE,1,Sumitra Devi,Sh. Sushil Kumar,0,0,Women Women,latin,1,7223,Bhiwani__Behal.pdf
Bhiwani,Behal,10,Hariyawas,BC-A Other than Woman,BC_A,0,Partap Singh,Sh. Chandu Ram,0,0,Backward Class 'A' Other than Women,latin,1,7223,Bhiwani__Behal.pdf
Bhiwani,Behal,11,Kasni Kalan,Woman,NONE,1,Meena,Sh. Ramchander,0,0,Women,latin,1,7223,Bhiwani__Behal.pdf
Bhiwani,Behal,12,Kasni Khurd,SC Woman,SC,1,Asha Kumari,Sh. Sajjan Singh,0,0,Scheduled Caste Women,latin,1,7223,Bhiwani__Behal.pdf
Bhiwani,Behal,13,Ladawas,Other than Woman,NONE,0,Omparkash,Sh. Bhoru Ram,0,0,Other than Women,latin,1,7223,Bhiwani__Behal.pdf
Bhiwani,Behal,14,Mandholi Kalan,Woman,NONE,1,Sangeeta,Sh. Sonu,0,0,Women,latin,1,7223,Bhiwani__Behal.pdf
Bhiwani,Behal,15,Nangal,Other than Woman,NONE,0,Ran Singh,Sh. Balwant Singh,0,0,Other than Women,latin,1,7223,Bhiwani__Behal.pdf
Bhiwani,Behal,16,Noonsar,Woman,NONE,1,Sushma,Sh. Anil Kumar,0,0,Women,latin,1,7223,Bhiwani__Behal.pdf
Bhiwani,Behal,17,Obra,Other than Woman,NONE,0,Ravinder Singh,Sh. Ishwar Singh,0,0,Other than Women,latin,1,7223,Bhiwani__Behal.pdf
Bhiwani,Behal,18,Paju,Woman,NONE,1,Suman,Sh. Ramesh Kumar,0,0,Women,latin,1,7223,Bhiwani__Behal.pdf
Bhiwani,Behal,19,Patwan,SC Other than Woman,SC,0,Ravi Kumar,Sh. Subhash,0,0,Scheduled Caste Other than Women,latin,,7223,Bhiwani__Behal.pdf
Bhiwani,Behal,20,Salempur,Other than Woman,NONE,0,Kuldeep Singh,Sh. Man singh,0,0,Other than Women,latin,1,7223,Bhiwani__Behal.pdf
Bhiwani,Behal,21,Serla,BC-A Woman,BC_A,1,Pinki,Sh. Sunil,0,0,Backward Class 'A' Women,latin,1,7223,Bhiwani__Behal.pdf
Bhiwani,Behal,22,Sheharyarpur,SC Woman,SC,1,Manjeet,Sh. Mahender,1,0,Scheduled Caste Women,latin,1,7223,Bhiwani__Behal.pdf
Bhiwani,Behal,23,Sidhanwa,Other than Woman,NONE,0,Bijender,Sh. Ishwar Singh,0,0,Other than Women,latin,1,7223,Bhiwani__Behal.pdf
Bhiwani,Behal,24,Sirsi,Woman,NONE,1,Savita Kumari,Sh. Rajesh Kumar,0,0,Women,latin,1,7223,Bhiwani__Behal.pdf
Bhiwani,Behal,25,Sorda Jadid,Other than Woman,NONE,0,Kanwal Singh,Sh. Narsingh,1,0,Other than Women,latin,1,7223,Bhiwani__Behal.pdf
Bhiwani,Behal,26,Sorda Kadim,SC Other than Woman,SC,0,Sombir Singh,Sh. Maan Singh,0,0,Scheduled Caste Other than Women,latin,,7223,Bhiwani__Behal.pdf
Bhiwani,Behal,27,Sudhiwas,Woman,NONE,1,Asha,Sh. Anil Kumar,0,0,Women,latin,1,7223,Bhiwani__Behal.pdf
Bhiwani,Behal,28,Surpura Kalan,Other than Woman,NONE,0,Rajesh,Sh. Jai Singh,0,0,Other than Women,latin,1,7223,Bhiwani__Behal.pdf
Bhiwani,Behal,29,Surpura Khurd,Woman,NONE,1,Kavita,Sh. Sanjay,0,0,Women,latin,1,7223,Bhiwani__Behal.pdf
Bhiwani,Bhiwani,1,Ajitpur,SC Other than Woman,SC,0,Chander Singh,Khadga Ram,0,0,Scheduled Caste other than Women,latin,1,7214,Bhiwani__Bhiwani.pdf
Bhiwani,Bhiwani,2,Asalwas Dubia,Other than Woman,NONE,0,Mohit Bhardwaj,Virender,0,0,Other than Women,latin,1,7214,Bhiwani__Bhiwani.pdf
Bhiwani,Bhiwani,3,Asalwas Marhata,BC-A Woman,BC_A,1,Pooja,Jugti Ram,0,0,Backward Class 'A' Women,latin,1,7214,Bhiwani__Bhiwani.pdf
Bhiwani,Bhiwani,4,Azad Nagar,Other than Woman,NONE,0,Satyapal,Chhuni Lal,1,0,Other than Women,latin,1,7214,Bhiwani__Bhiwani.pdf
Bhiwani,Bhiwani,5,Badala,Woman,NONE,1,Savita,Jitender,0,0,Women,latin,1,7214,Bhiwani__Bhiwani.pdf
Bhiwani,Bhiwani,6,Badesra,Other than Woman,NONE,0,Bhoop Singh,Harikishan,0,0,Other than Women,latin,1,7214,Bhiwani__Bhiwani.pdf
Bhiwani,Bhiwani,7,Bamla-I,BC-A Woman,BC_A,1,Sarita,Naresh Kumar,0,0,Backward Class 'A' Women,latin,1,7214,Bhiwani__Bhiwani.pdf
Bhiwani,Bhiwani,8,Bamla-II,SC Woman,SC,1,Anjali,Abhishek,0,0,Scheduled Caste Women,latin,1,7214,Bhiwani__Bhiwani.pdf
Bhiwani,Bhiwani,9,Bapora,Other than Woman,NONE,0,Sugriv Singh,Birju Singh,0,0,Other than Women,latin,1,7214,Bhiwani__Bhiwani.pdf
Bhiwani,Bhiwani,10,Bhakhra,Woman,NONE,1,Kafi,Anil,0,0,Women,latin,1,7214,Bhiwani__Bhiwani.pdf
Bhiwani,Bhiwani,11,Biran,Other than Woman,NONE,0,Sultan Singh,Ram Nath Singh,0,0,Other than Women,latin,1,7214,Bhiwani__Bhiwani.pdf
Bhiwani,Bhiwani,12,Chang,Woman,NONE,1,Sudesh Rani,Pardeep Kumar,0,0,Women,latin,1,7214,Bhiwani__Bhiwani.pdf
Bhiwani,Bhiwani,13,Devsar,Other than Woman,NONE,0,Sanjay,Rajpal Singh,0,0,Other than Women,latin,1,7214,Bhiwani__Bhiwani.pdf
Bhiwani,Bhiwani,14,Dhana Ladanpur,Woman,NONE,1,Vinit Rani,Vijender,0,0,Women,latin,1,7214,Bhiwani__Bhiwani.pdf
Bhiwani,Bhiwani,15,Dhana Narsan,Other than Woman,NONE,0,Anuj,Krishan,0,0,Other than Women,latin,1,7214,Bhiwani__Bhiwani.pdf
Bhiwani,Bhiwani,16,Dhanana-I,Woman,NONE,1,Mamta,Kapil Dev,0,0,Women,latin,1,7214,Bhiwani__Bhiwani.pdf
Bhiwani,Bhiwani,17,Dhanana-II,BC-A Other than Woman,BC_A,0,Vedpal Singh,Balwant Singh,0,0,Backward Class 'A' other than Women,latin,1,7214,Bhiwani__Bhiwani.pdf
Bhiwani,Bhiwani,18,Dhanana-III,SC Other than Woman,SC,0,Rajesh Kumar,Nika Ram,0,0,Scheduled Caste other than Women,latin,1,7214,Bhiwani__Bhiwani.pdf
Bhiwani,Bhiwani,19,Dhani Brahamana n,SC Woman,SC,1,Anju,Manoj,0,0,Scheduled Caste Women,latin,1,7214,Bhiwani__Bhiwani.pdf
Bhiwani,Bhiwani,20,Dhani Chang,SC Other than Woman,SC,0,Ravi,Ramkishor,0,0,Scheduled Caste other than Women,latin,1,7214,Bhiwani__Bhiwani.pdf
Bhiwani,Bhiwani,21,Dhani Hursukh,Woman,NONE,1,Suman,Jaiveer,0,0,Women,latin,1,7214,Bhiwani__Bhiwani.pdf
Bhiwani,Bhiwani,22,Dhani Janga,Other than Woman,NONE,0,Jitender,Uday Singh,1,0,Other than Women,latin,1,7214,Bhiwani__Bhiwani.pdf
Bhiwani,Bhiwani,23,Dhareru,Woman,NONE,1,Kanta,Bajrang,0,0,Women,latin,1,7214,Bhiwani__Bhiwani.pdf
Bhiwani,Bhiwani,24,Dhirana Kalan,Other than Woman,NONE,0,Sachin Sharma,Gangadutt Sharma,0,0,Other than Women,latin,1,7214,Bhiwani__Bhiwani.pdf
Bhiwani,Bhiwani,25,Dhirana Majra Devsar,Woman,NONE,1,Meenakshi,Shankar Sharma,0,0,Women,latin,1,7214,Bhiwani__Bhiwani.pdf
Bhiwani,Bhiwani,26,Dinod,Other than Woman,NONE,0,Jaibhagwan,Mahavir Prashad,0,0,Other than Women,latin,1,7214,Bhiwani__Bhiwani.pdf
Bhiwani,Bhiwani,27,Ghuskani,Woman,NONE,1,Sunita Devi,Sandeep,0,0,Women,latin,1,7214,Bhiwani__Bhiwani.pdf
Bhiwani,Bhiwani,28,Gobindpura,Other than Woman,NONE,0,Bir Singh,Suraj Bhan Singh,0,0,Other than Women,latin,1,7214,Bhiwani__Bhiwani.pdf
Bhiwani,Bhiwani,29,Golpura,BC-A Woman,BC_A,1,Suman Devi,Ramesh,0,0,Backward Class 'A' Women,latin,1,7214,Bhiwani__Bhiwani.pdf
Bhiwani,Bhiwani,30,Goripur,Other than Woman,NONE,0,Punit Kumar Sangwan,Vidya Nand,0,0,Other than Women,latin,1,7214,Bhiwani__Bhiwani.pdf
Bhiwani,Bhiwani,31,Gujrani,Woman,NONE,1,Renu,Amit Kumar,0,0,Women,latin,1,7214,Bhiwani__Bhiwani.pdf
Bhiwani,Bhiwani,32,Haluwas,Other than Woman,NONE,0,Mukesh,Jagpal Singh,0,0,Other than Women,latin,1,7214,Bhiwani__Bhiwani.pdf
Bhiwani,Bhiwani,33,Haluwas Majra Devsar,SC Woman,SC,1,Kavita,Somvir,0,0,Scheduled Caste Women,latin,1,7214,Bhiwani__Bhiwani.pdf
Bhiwani,Bhiwani,34,Haripur,SC Other than Woman,SC,0,Brahmanan d,Nihal Singh,1,0,Scheduled Caste other than Women,latin,1,7214,Bhiwani__Bhiwani.pdf
Bhiwani,Bhiwani,35,Jatai,SC Woman,SC,1,Asha Rani,Yashwant,0,0,Scheduled Caste Women,latin,1,7214,Bhiwani__Bhiwani.pdf
Bhiwani,Bhiwani,36,Jharwai,Woman,NONE,1,Kamla Devi,Rajesh Kumar,0,0,Women,latin,1,7214,Bhiwani__Bhiwani.pdf
Bhiwani,Bhiwani,37,Kalinga Pana Amru,Other than Woman,NONE,0,Sonu,Bishan,0,0,Other than Women,latin,1,7214,Bhiwani__Bhiwani.pdf
Bhiwani,Bhiwani,38,Kalinga Pana Raju,Woman,NONE,1,Sunita,Ramesh,0,0,Women,latin,1,7214,Bhiwani__Bhiwani.pdf
Bhiwani,Bhiwani,39,Kalinga Panu Sawai,SC Other than Woman,SC,0,Ranvir Singh,Hawa Singh,0,0,Scheduled Caste other than Women,latin,1,7214,Bhiwani__Bhiwani.pdf
Bhiwani,Bhiwani,40,Kaluwas,Other than Woman,NONE,0,Ashish,Omparkash,0,0,Other than Women,latin,1,7214,Bhiwani__Bhiwani.pdf
Bhiwani,Bhiwani,41,Kayla,Woman,NONE,1,Aarti Devi,Naresh Gautam,0,0,Women,latin,1,7214,Bhiwani__Bhiwani.pdf
Bhiwani,Bhiwani,42,Kharak Kalan,Other than Woman,NONE,0,Raj Kumar,Har Bilas,0,0,Other than Women,latin,1,7214,Bhiwani__Bhiwani.pdf
Bhiwani,Bhiwani,43,Kharak Kalan Khandyan Pana,Woman,NONE,1,Shalini,Ajay Singh,0,0,Women,latin,1,7214,Bhiwani__Bhiwani.pdf
Bhiwani,Bhiwani,44,Kharak Khurd,Other than Woman,NONE,0,Ram Chander,Hamir Singh,0,0,Other than Women,latin,1,7214,Bhiwani__Bhiwani.pdf
Bhiwani,Bhiwani,45,Kharak Kalan Rajyan Pana,SC Woman,SC,1,Usha,Pardeep Kumar,0,0,Scheduled Caste Women,latin,1,7214,Bhiwani__Bhiwani.pdf
Bhiwani,Bhiwani,46,Kitlana,Woman,NONE,1,Lalita Devi,Ratan Singh,0,0,Women,latin,1,7214,Bhiwani__Bhiwani.pdf
Bhiwani,Bhiwani,47,Kohar,Other than Woman,NONE,0,Surender Singh,Jainarayan,0,0,Other than Women,latin,1,7214,Bhiwani__Bhiwani.pdf
Bhiwani,Bhiwani,48,Kount,Woman,NONE,1,Sunita Devi,Prem Singh,0,0,Women,latin,1,7214,Bhiwani__Bhiwani.pdf
Bhiwani,Bhiwani,49,Madhmadh vi,Other than Woman,NONE,0,Satish Kumar,Ram Singh,0,0,Other than Women,latin,1,7214,Bhiwani__Bhiwani.pdf
Bhiwani,Bhiwani,50,Mandhana,Woman,NONE,1,Seeta,Sanjay Kumar,0,0,Women,latin,1,7214,Bhiwani__Bhiwani.pdf
Bhiwani,Bhiwani,51,Manheru,BC-A Other than Woman,BC_A,0,Pardeep Kumar,Chote Lal,0,0,Backward Class 'A' other than Women,latin,1,7214,Bhiwani__Bhiwani.pdf
Bhiwani,Bhiwani,52,Mitathal,Woman,NONE,1,Meena,Naresh Singh,0,0,Women,latin,1,7214,Bhiwani__Bhiwani.pdf
Bhiwani,Bhiwani,53,Mundhal Kalan,SC Other than Woman,SC,0,Vinod Kumar,Manphool,0,0,Scheduled Caste other than Women,latin,1,7214,Bhiwani__Bhiwani.pdf
Bhiwani,Bhiwani,54,Mundhal Khurd,Other than Woman,NONE,0,Harshveer,Sher Singh,0,0,Other than Women,latin,1,7214,Bhiwani__Bhiwani.pdf
Bhiwani,Bhiwani,55,Nandgaon,Woman,NONE,1,Roshani Devi,Mahender Singh,0,0,Women,latin,1,7214,Bhiwani__Bhiwani.pdf
Bhiwani,Bhiwani,56,Nangal,Other than Woman,NONE,0,Kuldeep,Raghbir,0,0,Other than Women,latin,1,7214,Bhiwani__Bhiwani.pdf
Bhiwani,Bhiwani,57,Nangla,Woman,NONE,1,Suman Bala,Navneet,0,0,Women,latin,1,7214,Bhiwani__Bhiwani.pdf
Bhiwani,Bhiwani,58,Nathuwas,Other than Woman,NONE,0,Vijay Kumar,Raghbir Singh,0,0,Other than Women,latin,1,7214,Bhiwani__Bhiwani.pdf
Bhiwani,Bhiwani,59,Naurangab ad,BC-A Woman,BC_A,1,Asha Kumari,Inder Singh,0,0,Backward Class 'A' Women,latin,1,7214,Bhiwani__Bhiwani.pdf
Bhiwani,Bhiwani,60,Nawa,Other than Woman,NONE,0,Jai Bhagwan,Sohan Lal,0,0,Other than Women,latin,1,7214,Bhiwani__Bhiwani.pdf
Bhiwani,Bhiwani,61,Neemriwali,Woman,NONE,1,Komila Kumari,Leela Singh,0,0,Women,latin,1,7214,Bhiwani__Bhiwani.pdf
Bhiwani,Bhiwani,62,Ninan,Other than Woman,NONE,0,Ram Kumar,Ishr Ram,0,0,Other than Women,latin,1,7214,Bhiwani__Bhiwani.pdf
Bhiwani,Bhiwani,63,Paluwas,Woman,NONE,1,Pooja Panwar,Harender Singh,0,0,Women,latin,1,7214,Bhiwani__Bhiwani.pdf
Bhiwani,Bhiwani,64,Patharwali,Other than Woman,NONE,0,Rajesh Bhardwaj,Jagdish Prasad,0,0,Other than Women,latin,1,7214,Bhiwani__Bhiwani.pdf
Bhiwani,Bhiwani,65,Pehladgarh,SC Woman,SC,1,Jyoti,Sandeep Kumar,0,0,Scheduled Caste Women,latin,1,7214,Bhiwani__Bhiwani.pdf
Bhiwani,Bhiwani,66,Phoolpura,Woman,NONE,1,Rama Verma,Sandeep Kumar,0,0,Women,latin,1,7214,Bhiwani__Bhiwani.pdf
Bhiwani,Bhiwani,67,Prem Nagar,Other than Woman,NONE,0,Rajesh Kumar,Ram Mehar Singh,0,0,Other than Women,latin,1,7214,Bhiwani__Bhiwani.pdf
Bhiwani,Bhiwani,68,Puranpura,Woman,NONE,1,Rekha,Anup,1,0,Women,latin,1,7214,Bhiwani__Bhiwani.pdf
Bhiwani,Bhiwani,69,Rajgarh,Other than Woman,NONE,0,Narender Singh,Ramchander,0,0,Other than Women,latin,1,7214,Bhiwani__Bhiwani.pdf
Bhiwani,Bhiwani,70,Rajpura Kharkari,SC Other than Woman,SC,0,Ravinder,Om Parkash,0,0,Scheduled Caste other than Women,latin,1,7214,Bhiwani__Bhiwani.pdf
Bhiwani,Bhiwani,71,Rewari Khera,SC Woman,SC,1,Priya Rani,Sonu,0,0,Scheduled Caste Women,latin,1,7214,Bhiwani__Bhiwani.pdf
Bhiwani,Bhiwani,72,Roopgarh,SC Other than Woman,SC,0,Ravi Kumar,Rajender Singh,0,0,Scheduled Caste other than Women,latin,1,7214,Bhiwani__Bhiwani.pdf
Bhiwani,Bhiwani,73,Sai,Woman,NONE,1,Preeti,Pratham,0,0,Women,latin,1,7214,Bhiwani__Bhiwani.pdf
Bhiwani,Bhiwani,74,Sanga,SC Woman,SC,1,Pooja Devi,Naresh Kumar,0,0,Scheduled Caste Women,latin,1,7214,Bhiwani__Bhiwani.pdf
Bhiwani,Bhiwani,75,Sarsa Ghogra,Other than Woman,NONE,0,Ishwar Singh,Sukhpal Singh,0,0,Other than Women,latin,1,7214,Bhiwani__Bhiwani.pdf
Bhiwani,Bhiwani,76,Talu,Woman,NONE,1,Sunita,Krishan,0,0,Women,latin,1,7214,Bhiwani__Bhiwani.pdf
Bhiwani,Bhiwani,77,Tigrana,SC Other than Woman,SC,0,Surender Kumar,Ramkumar,0,0,Scheduled Caste other than Women,latin,1,7214,Bhiwani__Bhiwani.pdf
Bhiwani,Bhiwani,78,Umrawat,Other than Woman,NONE,0,Sudhir Sharma,Dharmchand,0,0,Other than Women,latin,1,7214,Bhiwani__Bhiwani.pdf
Bhiwani,Kairu,1,Babarwas,Other than Woman,NONE,0,Rajender Singh,Sh. Brij Lal,0,0,Other than Women,latin,1,7205,Bhiwani__Kairu.pdf
Bhiwani,Kairu,2,Bhangarh,Woman,NONE,1,Shakuntla,Sh. Kuldeep Singh,0,0,Women,latin,1,7205,Bhiwani__Kairu.pdf
Bhiwani,Kairu,3,Bijlanawas,SC Other than Woman,SC,0,Bijender,Sh. Kurda Ram,0,0,Scheduled Caste other than Women,latin,1,7205,Bhiwani__Kairu.pdf
Bhiwani,Kairu,4,Chandawas,Other than Woman,NONE,0,Raj Kumar,Sh. Phool Singh,0,0,Other than Women,latin,1,7205,Bhiwani__Kairu.pdf
Bhiwani,Kairu,5,Devrala,BC-A Woman,BC_A,1,Anita Bai,Sh. Dalbir,0,0,Backward Class ‘A’ Women,latin,1,7205,Bhiwani__Kairu.pdf
Bhiwani,Kairu,6,Dhab Dhani,Other than Woman,NONE,0,Sanjay Kumar,Sh. Ran Singh,0,0,Other than Women,latin,1,7205,Bhiwani__Kairu.pdf
Bhiwani,Kairu,7,Dhangar,Woman,NONE,1,Pooja,Sh. Sandeep,0,0,Women,latin,1,7205,Bhiwani__Kairu.pdf
Bhiwani,Kairu,8,Dharwanwas,Other than Woman,NONE,0,Mahabir Singh,Sh. Sheochand,0,0,Other than Women,latin,1,7205,Bhiwani__Kairu.pdf
Bhiwani,Kairu,9,Golagarh,Woman,NONE,1,Sonika,Sh. Sandeep,0,0,Women,latin,1,7205,Bhiwani__Kairu.pdf
Bhiwani,Kairu,10,Hetampura,Other than Woman,NONE,0,Kailash Singh,Sh. Naurang,0,0,Other than Women,latin,1,7205,Bhiwani__Kairu.pdf
Bhiwani,Kairu,11,Indiwali,SC Woman,SC,1,Jyoti Kumari,Sh. Sunil Kumar,0,0,Scheduled Caste Women,latin,1,7205,Bhiwani__Kairu.pdf
Bhiwani,Kairu,12,Jitwanwas,SC Other than Woman,SC,0,Raj Kumar,Sh. Matu Ram,0,0,Scheduled Caste other than Women,latin,1,7205,Bhiwani__Kairu.pdf
Bhiwani,Kairu,13,Jui Bichli,Woman,NONE,1,Sushma Devi,Sh. Avan Kumar,0,0,Women,latin,1,7205,Bhiwani__Kairu.pdf
Bhiwani,Kairu,14,Jui Kalan,Other than Woman,NONE,0,Pawan Kumar,Sh. Ram Sawrup,0,0,Other than Women,latin,1,7205,Bhiwani__Kairu.pdf
Bhiwani,Kairu,15,Jui Khurd,Woman,NONE,1,Manita Devi,Sh. Anil Kumar,0,0,Women,latin,1,7205,Bhiwani__Kairu.pdf
Bhiwani,Kairu,16,Kairu-1,Other than Woman,NONE,0,Sunder Pal,Sh. Bhagwan Singh,0,0,Other than Women,latin,1,7205,Bhiwani__Kairu.pdf
Bhiwani,Kairu,17,Kairu-2,SC Woman,SC,1,Savita,Sh. Anil Ram,0,0,Scheduled Caste Women,latin,1,7205,Bhiwani__Kairu.pdf
Bhiwani,Kairu,18,Keharpura,Woman,NONE,1,Pooja,Sh. Ajay,0,0,Women,latin,1,7205,Bhiwani__Kairu.pdf
Bhiwani,Kairu,19,Khairpura,Other than Woman,NONE,0,Ramniwas,Sh. Bhaleram,0,0,Other than Women,latin,1,7205,Bhiwani__Kairu.pdf
Bhiwani,Kairu,20,Khapadwas,Woman,NONE,1,Manju,Sh. Krishan Kumar,0,0,Women,latin,1,7205,Bhiwani__Kairu.pdf
Bhiwani,Kairu,21,Khariyawas,BC-A Other than Woman,BC_A,0,Jai Parkash,Sh. Satbir,0,0,Backward Class ‘A’ other than Women,latin,1,7205,Bhiwani__Kairu.pdf
Bhiwani,Kairu,22,Kusumbhi,Woman,NONE,1,Rajbala,Sh. Roshan Lal,0,0,Women,latin,1,7205,Bhiwani__Kairu.pdf
Bhiwani,Kairu,23,Ladiyawali,Other than Woman,NONE,0,Jitender,Sh. Umed Singh,0,0,Other than Women,latin,1,7205,Bhiwani__Kairu.pdf
Bhiwani,Kairu,24,Lalawas,SC Other than Woman,SC,0,Naresh Kumar,Sh. Santu Ram,1,0,Scheduled Caste other than Women,latin,1,7205,Bhiwani__Kairu.pdf
Bhiwani,Kairu,25,Legha Bhanan,Woman,NONE,1,Kalpana Kumari,Sh. Ashok,0,0,Women,latin,1,7205,Bhiwani__Kairu.pdf
Bhiwani,Kairu,26,Legha Hetwan,SC Woman,SC,1,Reena,Sh. Rajbir,0,0,Scheduled Caste Women,latin,1,7205,Bhiwani__Kairu.pdf
Bhiwani,Kairu,27,Lahlana,SC Other than Woman,SC,0,Sushil Kumar,Sh. Sube Singh,0,0,Scheduled Caste other than Women,latin,1,7205,Bhiwani__Kairu.pdf
Bhiwani,Kairu,28,Lohani,Other than Woman,NONE,0,Ashok,Sh. Guljari Lal,0,0,Other than Women,latin,1,7205,Bhiwani__Kairu.pdf
Bhiwani,Kairu,29,Malwas Devsar,Woman,NONE,1,Darshana Devi,Sh. Puran Singh,0,0,Women,latin,1,7205,Bhiwani__Kairu.pdf
Bhiwani,Kairu,30,Malwas Kohar,Other than Woman,NONE,0,Sandeep Kumar,Sh. Ompal,0,0,Other than Women,latin,1,7205,Bhiwani__Kairu.pdf
Bhiwani,Kairu,31,Mansarwass,Woman,NONE,1,Sunita,Sh. Kuldeep,0,0,Women,latin,1,7205,Bhiwani__Kairu.pdf
Bhiwani,Kairu,32,Pohkarwas,Other than Woman,NONE,0,Bharat Sharma,Sh. Maduram Sharma,0,0,Other than Women,latin,1,7205,Bhiwani__Kairu.pdf
Bhiwani,Kairu,33,Shimiliwas,Woman,NONE,1,Kamlesh Kumari,Sh. Parhlad Singh,0,0,Women,latin,1,7205,Bhiwani__Kairu.pdf
Bhiwani,Kairu,34,Sungerpur,BC-A Other than Woman,BC_A,0,Jagdish,Sh. Manphool,0,0,Backward Class ‘A’ other than Women,latin,1,7205,Bhiwani__Kairu.pdf
Bhiwani,Kairu,35,Titani,Woman,NONE,1,Babita,Sh. Parveen,0,0,Women,latin,1,7205,Bhiwani__Kairu.pdf
Bhiwani,Loharu,1,Ahmedwas,Other than Woman,NONE,0,Vikas Kumar,Sh. Meer Singh,0,0,Other than Women,latin,,7187,Bhiwani__Loharu.pdf
Bhiwani,Loharu,2,Alloudinpur,Woman,NONE,1,Savita,Sh. Pawan,0,0,Women,latin,,7187,Bhiwani__Loharu.pdf
Bhiwani,Loharu,3,Amirwas,Other than Woman,NONE,0,Rajbeer,Sh. Bharat,0,0,Sarpanch Other than Women,latin,,7187,Bhiwani__Loharu.pdf
Bhiwani,Loharu,4,Baralu,Woman,NONE,1,Kushum,Sh. Mahesh,0,0,Sarpanch Women,latin,,7187,Bhiwani__Loharu.pdf
Bhiwani,Loharu,5,Bardu Chaina,SC Other than Woman,SC,0,Rohtash,Sh. Hardwari,0,0,Sarpanch Scheduled Caste other than Women,latin,,7187,Bhiwani__Loharu.pdf
Bhiwani,Loharu,6,Bardu Dhirja,Other than Woman,NONE,0,Hardayal,Sh. Partap,1,0,Sarpanch Other than Women,latin,,7187,Bhiwani__Loharu.pdf
Bhiwani,Loharu,7,Bardu Jogi,BC-A Woman,BC_A,1,Rajbala,Sh. Suresh,0,0,Sarpanch Bakward Class 'A' Women,latin,,7187,Bhiwani__Loharu.pdf
Bhiwani,Loharu,8,Bardu Mugal,Other than Woman,NONE,0,Rohtash,Sh. Bakhtwar,0,0,Sarpanch Other than Women,latin,,7187,Bhiwani__Loharu.pdf
Bhiwani,Loharu,9,Barwas,Woman,NONE,1,Sharmila,Sh. Mahabir,0,0,Women,latin,,7187,Bhiwani__Loharu.pdf
Bhiwani,Loharu,10,Basirwas,Other than Woman,NONE,0,Vinod Kumar,Sh.,0,0,Other than Women,latin,,7187,Bhiwani__Loharu.pdf
Bhiwani,Loharu,11,Bass Kural,Woman,NONE,1,Usha,Sh. Anup,0,0,Women,latin,,7187,Bhiwani__Loharu.pdf
Bhiwani,Loharu,12,Bisalwas,Other than Woman,NONE,0,Ritu Raaj,Sh. Jaiveer,0,0,Other than Women,latin,,7187,Bhiwani__Loharu.pdf
