district,block,sr_no,gram_panchayat,reservation,caste_reservation,woman_reserved,winner,father_husband,unopposed,vacant,reservation_raw,script,printings_agree,notification,source_pdf
Ambala,Ambala-1,69,Mehlan,Woman,NONE,1,Jasbir Kaur,Sucha Singh,0,0,Women,latin,1,7241,Ambala__Ambala-1.pdf
Ambala,Ambala-1,70,Metlan,Other than Woman,NONE,0,Ajay Kumar,Balwinder Singh,1,0,Other than Women,latin,1,7241,Ambala__Ambala-1.pdf
Ambala,Ambala-1,71,Mirjapur,Woman,NONE,1,Sushma Devi,Harpreet Singh,0,0,Women,latin,1,7241,Ambala__Ambala-1.pdf
Ambala,Ambala-1,72,Miyan Majra,Other than Woman,NONE,0,Mohan Lal,Balaki Ram,0,0,Other than Women,latin,1,7241,Ambala__Ambala-1.pdf
Ambala,Ambala-1,73,Mohra,SC Woman,SC,1,Kamaljit Kaur,Jagjit Singh,0,0,Scheduled Caste Women,latin,1,7241,Ambala__Ambala-1.pdf
Ambala,Ambala-1,74,Mohri,Woman,NONE,1,Kulwant Kaur,Gurdeep Singh,0,0,Women,latin,1,7241,Ambala__Ambala-1.pdf
Ambala,Ambala-1,75,Mokha Majra,Other than Woman,NONE,0,Mohan Lal,Joginder Singh,0,0,Other than Women,latin,1,7241,Ambala__Ambala-1.pdf
Ambala,Ambala-1,76,Mujafara,Woman,NONE,1,Arvinder Kaur,Sukhbeer Singh Sandhu,0,0,Women,latin,1,7241,Ambala__Ambala-1.pdf
Ambala,Ambala-1,77,Nadiyali,Other than Woman,NONE,0,Kulwant Singh,Puran Singh,0,0,Other than Women,latin,1,7241,Ambala__Ambala-1.pdf
Ambala,Ambala-1,78,Naggal,Woman,NONE,1,Manju Bala,Varinder Kumar,0,0,Women,latin,1,7241,Ambala__Ambala-1.pdf
Ambala,Ambala-1,79,Naneola,SC Other than Woman,SC,0,Sukhwinder Singh,Ram Singh,0,0,Scheduled Caste Other than Women,latin,1,7241,Ambala__Ambala-1.pdf
Ambala,Ambala-1,80,Niharsa,Other than Woman,NONE,0,Karanveer Singh,Jasbir Singh,0,0,Other than Women,latin,1,7241,Ambala__Ambala-1.pdf
Ambala,Ambala-1,81,Niharsi,Woman,NONE,1,Pushpa Devi,Satbir Singh,0,0,Women,latin,1,7241,Ambala__Ambala-1.pdf
Ambala,Ambala-1,82,Nurpur,Other than Woman,NONE,0,Randeep Singh,Guljar Singh,0,0,Other than Women,latin,1,7241,Ambala__Ambala-1.pdf
Ambala,Ambala-1,83,Ojalan,Woman,NONE,1,Amandeep Kaur,Inderjeet Singh,0,0,Women,latin,1,7241,Ambala__Ambala-1.pdf
Ambala,Ambala-1,84,Panjola,SC Woman,SC,1,Rajesh Rani,Dalbir Singh,0,0,Scheduled Caste Women,latin,1,7241,Ambala__Ambala-1.pdf
Ambala,Ambala-1,85,Rawalon,Other than Woman,NONE,0,Gurmeet Singh,Gurdev Singh,0,0,Other than Women,latin,1,7241,Ambala__Ambala-1.pdf
Ambala,Ambala-1,86,Roshanpur,Woman,NONE,1,Angrej Kaur,Shri Chand,0,0,Women,latin,1,7241,Ambala__Ambala-1.pdf
Ambala,Ambala-1,87,Rupo Majra,Other than Woman,NONE,0,Manoj Saini,Gurpal Saini,0,0,Other than Women,latin,1,7241,Ambala__Ambala-1.pdf
Ambala,Ambala-1,88,Sahibpura,Woman,NONE,1,Sudesh Kaur,Jitender Singh,0,0,Women,latin,1,7241,Ambala__Ambala-1.pdf
Ambala,Ambala-1,89,Sakrahon,Other than Woman,NONE,0,Chanpreet Singh,Avtar Singh,0,0,Other than Women,latin,1,7241,Ambala__Ambala-1.pdf
Ambala,Ambala-1,90,Sarangpur,Woman,NONE,1,Manpreet Kaur,Ramesh Kumar,0,0,Women,latin,1,7241,Ambala__Ambala-1.pdf
Ambala,Ambala-1,91,Segta,SC Other than Woman,SC,0,Sohan Singh,Puran Singh,0,0,Scheduled Caste Other than Women,latin,1,7241,Ambala__Ambala-1.pdf
Ambala,Ambala-1,92,Segti,SC Woman,SC,1,Sandeep Kaur,Rakesh Kumar,0,0,Scheduled Caste Women,latin,1,7241,Ambala__Ambala-1.pdf
Ambala,Ambala-1,93,Shekhupur,SC Other than Woman,SC,0,Gurpreet Singh,Bant Singh,0,0,Scheduled Caste Other than Women,latin,1,7241,Ambala__Ambala-1.pdf
Ambala,Ambala-1,94,Sounta,BC-A Other than Woman,BC_A,0,Harnam Singh,Ramesh Kumar,0,0,Backward Class 'A' Other than Women,latin,1,7241,Ambala__Ambala-1.pdf
Ambala,Ambala-1,95,Sounti,SC Woman,SC,1,Mandeep,Tilak Raj,0,0,Scheduled Caste Women,latin,1,7241,Ambala__Ambala-1.pdf
Ambala,Ambala-1,96,Sullar,Woman,NONE,1,Mohanjeet Kaur,Jasmeet Singh,0,0,Women,latin,1,7241,Ambala__Ambala-1.pdf
Ambala,Ambala-1,97,Tar,SC Other than Woman,SC,0,Ram Singh,Mitha Ram,0,0,Scheduled Caste Other than Women,latin,1,7241,Ambala__Ambala-1.pdf
Ambala,Ambala-1,98,Tejan,SC Woman,SC,1,Gurpreet Kaur,Amrinder Singh,0,0,Scheduled Caste Women,latin,1,7241,Ambala__Ambala-1.pdf
Ambala,Ambala-1,99,Tharwa,Other than Woman,NONE,0,Gurdev Singh,Jarnail Singh,0,0,Other than Women,latin,1,7241,Ambala__Ambala-1.pdf
Ambala,Ambala-1,100,Udaipur,SC Other than Woman,SC,0,Lakhwinder Singh,Davinder Kumar,0,0,Scheduled Caste Other than Women,latin,1,7241,Ambala__Ambala-1.pdf
Ambala,Ambala-1,101,Ugara,Woman,NONE,1,Parvinder Kaur,Tarsem Singh,0,0,Women,latin,1,7241,Ambala__Ambala-1.pdf
Ambala,Ambala-1,102,Jalbera,BC-A Woman,BC_A,1,Nirmala Devi,Balvinder Singh,0,0,Backward Class 'A' Women,latin,1,7241,Ambala__Ambala-1.pdf
Ambala,Ambala-1,103,Hasanpur,Other than Woman,NONE,0,Randhir Singh,Gurnam Singh,0,0,Other than Women,latin,1,7241,Ambala__Ambala-1.pdf
Ambala,Ambala-II,1,Brahman Majra,SC Other than Woman,SC,0,Parveen Kumar,Tej Ram,0,0,Scheduled Caste Other than Women,latin,1,7250,Ambala__Ambala-II.pdf
Ambala,Ambala-II,2,Barnala,Other than Woman,NONE,0,Kamaljeet Singh,Manmohan Singh,0,0,Other than Women,latin,1,7250,Ambala__Ambala-II.pdf
Ambala,Ambala-II,3,Bhilpura,Woman,NONE,1,Anita Devi,Pardeep Kumar,0,0,Women,latin,1,7250,Ambala__Ambala-II.pdf
Ambala,Ambala-II,4,Dhankaur,SC Woman,SC,1,Meena Devi,Pardeep Kumar,0,0,Scheduled Caste Women,latin,1,7250,Ambala__Ambala-II.pdf
Ambala,Ambala-II,5,Garnala,Other than Woman,NONE,0,Gurdev Singh,Kapoor Singh,0,0,Other than Women,latin,1,7250,Ambala__Ambala-II.pdf
Ambala,Ambala-II,6,Janetpur,SC Other than Woman,SC,0,Surmukh Singh,Kesar Singh,1,0,Scheduled Caste Other than Women,latin,1,7250,Ambala__Ambala-II.pdf
Ambala,Ambala-II,7,Khatauli,Woman,NONE,1,Kamaljeet kaur,Gurjant Singh,0,0,Women,latin,1,7250,Ambala__Ambala-II.pdf
Ambala,Ambala-II,8,Khudda Kalan,SC Woman,SC,1,Sarla Devi,Dharam Pal,0,0,Scheduled Caste Women,latin,1,7250,Ambala__Ambala-II.pdf
Ambala,Ambala-II,9,Manglai,Other than Woman,NONE,0,Sunil Kumar,Kushal Pal,0,0,Other than Women,latin,1,7250,Ambala__Ambala-II.pdf
Ambala,Ambala-II,10,Munarheri,BC-A Woman,BC_A,1,Rekha Rani,Harjeet Singh,0,0,Backward Class 'A' Women,latin,1,7250,Ambala__Ambala-II.pdf
Ambala,Ambala-II,11,Panjokhra Sahib,SC Other than Woman,SC,0,Sukhvinder Singh,Nasib Singh,0,0,Scheduled Caste Other than Women,latin,1,7250,Ambala__Ambala-II.pdf
Ambala,Ambala-II,12,Rattanheri,Other than Woman,NONE,0,Shiv Kumar,Ved Parkash,0,0,Other than Women,latin,1,7250,Ambala__Ambala-II.pdf
Ambala,Ambala-II,13,Rollan,SC Woman,SC,1,Hardeep Kaur,Ravinder Kumar,0,0,Scheduled Caste Women,latin,1,7250,Ambala__Ambala-II.pdf
Ambala,Ambala-II,14,Sahibpura,Woman,NONE,1,Suman Saini,Pardeep Kumar,0,0,Women,latin,1,7250,Ambala__Ambala-II.pdf
Ambala,Ambala-II,15,Sapera,Other than Woman,NONE,0,Nirmal Singh,Gurnam Singh,0,0,Other than Women,latin,1,7250,Ambala__Ambala-II.pdf
Ambala,Ambala-II,16,Tundli,Woman,NONE,1,Amarjit Kaur,Balkar Singh,0,0,Women,latin,1,7250,Ambala__Ambala-II.pdf
Ambala,Barara,1,Abdulagarh,Other than Woman,NONE,0,Kulwant Singh,Rajinder Singh,0,0,Other than Women,latin,1,7259,Ambala__Barara.pdf
Ambala,Barara,2,Adhoi,Woman,NONE,1,Prem Lata,Chaman Lal,0,0,Women,latin,1,7259,Ambala__Barara.pdf
Ambala,Barara,3,Adhoya M,Woman,NONE,1,Veena Rani,Kailash,0,0,Women,latin,1,7259,Ambala__Barara.pdf
Ambala,Barara,4,Adhoya H,Other than Woman,NONE,0,Kuldeep Singh,Ranbir Singh,0,0,Other than Women,latin,1,7259,Ambala__Barara.pdf
Ambala,Barara,5,Akalgarh,SC Other than Woman,SC,0,Ajay Kumar,Ram Kumar,0,0,Scheduled Caste Other than women,latin,1,7259,Ambala__Barara.pdf
Ambala,Barara,6,Aliyaspur,Other than Woman,NONE,0,Dharmender,Parmal Singh,0,0,Other than Women,latin,1,7259,Ambala__Barara.pdf
Ambala,Barara,7,Alipur,Woman,NONE,1,Sunaina,Vikram,0,0,Women,latin,1,7259,Ambala__Barara.pdf
Ambala,Barara,8,Allawalpur,SC Woman,SC,1,Neelam Devi,Parveen Kumar,0,0,Scheduled Caste Women,latin,1,7259,Ambala__Barara.pdf
Ambala,Barara,9,Budion,Other than Woman,NONE,0,Jagtar Singh,Sh. Jagmal,0,0,Other than Women,latin,1,7259,Ambala__Barara.pdf
Ambala,Barara,10,Bikampur,Woman,NONE,1,Amrit Pal Kaur,Amandeep,0,0,Women,latin,1,7259,Ambala__Barara.pdf
Ambala,Barara,11,Binjalpur,SC Other than Woman,SC,0,Rulda Ram,Sh. Ratia Ram,0,0,Scheduled Caste Other than women,latin,1,7259,Ambala__Barara.pdf
Ambala,Barara,12,Dadupur,BC-A Other than Woman,BC_A,0,Ram Karan,Shiv Ram,0,0,Backward Class 'A' other than Women,latin,1,7259,Ambala__Barara.pdf
Ambala,Barara,13,Dahiya Majra,BC-A Woman,BC_A,1,Geeta,Ravi Kumar,0,0,Backward Class 'A' Women,latin,1,7259,Ambala__Barara.pdf
Ambala,Barara,14,Dera Salimpur,BC-A Other than Woman,BC_A,0,Gurmeet Singh,Sh. Sadhu,0,0,Backward Class 'A' other than Women,latin,1,7259,Ambala__Barara.pdf
Ambala,Barara,15,Dhanouri,SC Woman,SC,1,Kamlesh,Basant Kumar,0,0,Scheduled Caste Women,latin,1,7259,Ambala__Barara.pdf
Ambala,Barara,16,Dhanoura,Woman,NONE,1,Mehak,Narender,0,0,Women,latin,1,7259,Ambala__Barara.pdf
Ambala,Barara,17,Dheen,BC-A Other than Woman,BC_A,0,Satvinder Singh,Gurdev Singh,0,0,Backward Class 'A' other than Women,latin,1,7259,Ambala__Barara.pdf
Ambala,Barara,18,Dulyana,SC Other than Woman,SC,0,Ram Karan,Puran Chand,0,0,Scheduled Caste Other than women,latin,1,7259,Ambala__Barara.pdf
Ambala,Barara,19,Dulyani,Woman,NONE,1,Ranjeet Kaur,Karnail Singh,0,0,Women,latin,1,7259,Ambala__Barara.pdf
Ambala,Barara,20,Foxa,Other than Woman,NONE,0,Bir Singh,Amar Nath,1,0,Other than Women,latin,1,7259,Ambala__Barara.pdf
Ambala,Barara,21,Gaganpur,Woman,NONE,1,Kajal Rani,SUSHIL KUMAR,0,0,Women,latin,1,7259,Ambala__Barara.pdf
Ambala,Barara,22,Ghelri,SC Woman,SC,1,Meena Kumari,Sudesh Kumar,0,0,Scheduled Caste Women,latin,1,7259,Ambala__Barara.pdf
Ambala,Barara,23,Hema Majra,Other than Woman,NONE,0,Virender,Dharampal,0,0,Other than Women,latin,1,7259,Ambala__Barara.pdf
Ambala,Barara,24,Holi,SC Other than Woman,SC,0,Balwinder,Rangu Ram,0,0,Scheduled Caste Other than women,latin,1,7259,Ambala__Barara.pdf
Ambala,Barara,25,Jahangirpur,Woman,NONE,1,Renu Bala,Anil Kumar,0,0,Women,latin,1,7259,Ambala__Barara.pdf
Ambala,Barara,26,Jalubi,Other than Woman,NONE,0,Lekh Ram,Sant Lal,0,0,Other than Women,latin,1,7259,Ambala__Barara.pdf
Ambala,Barara,27,Kambass,SC Woman,SC,1,Pooja,Jasbir Singh,0,0,Scheduled Caste Women,latin,1,7259,Ambala__Barara.pdf
Ambala,Barara,28,Kambasi,BC-A Woman,BC_A,1,Rajinder Kaur,Sh. Balbir Singh,0,0,Backward Class 'A' Women,latin,1,7259,Ambala__Barara.pdf
Ambala,Barara,29,Kansapur,SC Other than Woman,SC,0,Gurnam Singh,Kapuriya Ram,0,0,Scheduled Caste Other than women,latin,1,7259,Ambala__Barara.pdf
Ambala,Barara,30,Kaserla Kalan,Other than Woman,NONE,0,Rao Virender,Gulab Singh,0,0,Other than Women,latin,1,7259,Ambala__Barara.pdf
Ambala,Barara,31,Kaserla Khurd,SC Woman,SC,1,Beby Devi,Tara Chand,0,0,Scheduled Caste Women,latin,1,7259,Ambala__Barara.pdf
Ambala,Barara,32,Khanahmad pur,Woman,NONE,1,Saranjeet Kaur,Jaswinder,0,0,Women,latin,1,7259,Ambala__Barara.pdf
Ambala,Barara,33,Khanpura,Other than Woman,NONE,0,Surender,Jagir Singh,1,0,Other than Women,latin,1,7259,Ambala__Barara.pdf
Ambala,Barara,34,Malikpur T,Woman,NONE,1,Anjana Rani,Ashwani Kumar,0,0,Women,latin,1,7259,Ambala__Barara.pdf
Ambala,Barara,35,Manka,Other than Woman,NONE,0,Prince Kumar,Jal Singh,0,0,Other than Women,latin,1,7259,Ambala__Barara.pdf
Ambala,Barara,36,Manki,SC Other than Woman,SC,0,Naresh Kumar,Krishan Chand,0,0,Scheduled Caste Other than women,latin,1,7259,Ambala__Barara.pdf
Ambala,Barara,37,Manu Majra,SC Woman,SC,1,Meena Rani,Darshan Singh,0,0,Scheduled Caste Women,latin,1,7259,Ambala__Barara.pdf
Ambala,Barara,38,Milk Dhankota,Woman,NONE,1,Reena Devi,Vinod Kumar,0,0,Women,latin,1,7259,Ambala__Barara.pdf
Ambala,Barara,39,Milk Sekhan,Other than Woman,NONE,0,Rajinder Singh,Avtar Singh,0,0,Other than Women,latin,1,7259,Ambala__Barara.pdf
Ambala,Barara,40,Mullana,SC Other than Woman,SC,0,Parveen Kumar,Amarnath,0,0,Scheduled Caste Other than women,latin,1,7259,Ambala__Barara.pdf
Ambala,Barara,41,Nahra,SC Woman,SC,1,Mamta,Sanjay Kumar,0,0,Scheduled Caste Women,latin,1,7259,Ambala__Barara.pdf
Ambala,Barara,42,Ponti,SC Other than Woman,SC,0,Ravinder,Ram Saran,0,0,Scheduled Caste Other than women,latin,1,7259,Ambala__Barara.pdf
Ambala,Barara,43,Rajokheri,Woman,NONE,1,Rajender Kaur,Davinder Singh,0,0,Women,latin,1,7259,Ambala__Barara.pdf
Ambala,Barara,44,Rajoli,SC Woman,SC,1,Rimpy,Jaspal,0,0,Scheduled Caste Women,latin,1,7259,Ambala__Barara.pdf
Ambala,Barara,45,Rao Majra,Other than Woman,NONE,0,Karam Chand,Lal Chand,0,0,Other than Women,latin,1,7259,Ambala__Barara.pdf
Ambala,Barara,46,Rukri,Woman,NONE,1,Santosh Kumari,Suresh Pal,0,0,Women,latin,1,7259,Ambala__Barara.pdf
